	Symbol_hg	Symbol_mm	ID
12149	MDH1	Mdh1	MDH1_Mdh1
12150	SLC39A13	Slc39a13	SLC39A13_Slc39a13
12151	FHIT	Fhit	FHIT_Fhit
12152	ZNF274	Zfp110	ZNF274_Zfp110
12153	CBR4	Cbr4	CBR4_Cbr4
12154	GALR1	Galr1	GALR1_Galr1
12155	SPTSSB	Sptssb	SPTSSB_Sptssb
12156	GNA13	Gna13	GNA13_Gna13
12157	CEBPG	Cebpg	CEBPG_Cebpg
12158	SPN	Spn	SPN_Spn
12159	KIAA1549L	D430041D05Rik	KIAA1549L_D430041D05Rik
12160	AK4	Ak4	AK4_Ak4
12161	MED10	Med10	MED10_Med10
12162	SPCS2	Spcs2	SPCS2_Spcs2
12163	MEX3A	Mex3a	MEX3A_Mex3a
12164	TADA2B	Tada2b	TADA2B_Tada2b
12165	OR10J1	Olfr418	OR10J1_Olfr418
12166	EREG	Ereg	EREG_Ereg
12167	RBM46	Rbm46	RBM46_Rbm46
12168	R3HDM1	R3hdm1	R3HDM1_R3hdm1
12169	MRPS10	Mrps10	MRPS10_Mrps10
12170	HACD3	Hacd3	HACD3_Hacd3
12171	C16orf72	1810013L24Rik	C16orf72_1810013L24Rik
12172	TEX13C	Tex13c1	TEX13C_Tex13c1
12173	MANSC4	Mansc4	MANSC4_Mansc4
12174	BGN	Bgn	BGN_Bgn
12175	SAPCD2	Sapcd2	SAPCD2_Sapcd2
12176	MS4A4A	Ms4a4a	MS4A4A_Ms4a4a
12177	CD36	Cd36	CD36_Cd36
12178	ANKRD52	Ankrd52	ANKRD52_Ankrd52
12179	CLEC4F	Clec4f	CLEC4F_Clec4f
12180	SPSB2	Spsb2	SPSB2_Spsb2
12181	CLDN23	Cldn23	CLDN23_Cldn23
12182	UQCRQ	Uqcrq	UQCRQ_Uqcrq
12183	CASS4	Cass4	CASS4_Cass4
12184	GOSR1	Gosr1	GOSR1_Gosr1
12185	CHAC1	Chac1	CHAC1_Chac1
12186	HAO1	Hao1	HAO1_Hao1
12187	ZWINT	Zwint	ZWINT_Zwint
12188	BCL7C	Bcl7c	BCL7C_Bcl7c
12189	DDX47	Ddx47	DDX47_Ddx47
12190	OVCH2	Ovch2	OVCH2_Ovch2
12191	TAS2R41	Tas2r126	TAS2R41_Tas2r126
12192	CCDC124	Ccdc124	CCDC124_Ccdc124
12193	TMEM196	Tmem196	TMEM196_Tmem196
12194	CKS2	Cks2	CKS2_Cks2
12195	NAV3	Nav3	NAV3_Nav3
12196	ZBED4	Zbed4	ZBED4_Zbed4
12197	LIME1	Lime1	LIME1_Lime1
12198	ZNF322	Zfp322a	ZNF322_Zfp322a
12199	C4orf54	1110002E22Rik	C4orf54_1110002E22Rik
12200	GLS2	Gls2	GLS2_Gls2
12201	ADCY9	Adcy9	ADCY9_Adcy9
12202	C12orf73	1190007I07Rik	C12orf73_1190007I07Rik
12203	DERL3	Derl3	DERL3_Derl3
12204	IRF9	Irf9	IRF9_Irf9
12205	METAP1D	Metap1d	METAP1D_Metap1d
12206	KRTAP2-1	Gm11562	KRTAP2-1_Gm11562
12207	KAT7	Kat7	KAT7_Kat7
12208	CAV2	Cav2	CAV2_Cav2
12209	GOLGA2	Golga2	GOLGA2_Golga2
12210	HPCAL4	Hpcal4	HPCAL4_Hpcal4
12211	GABRR3	Gabrr3	GABRR3_Gabrr3
12212	JAGN1	Jagn1	JAGN1_Jagn1
12213	CMSS1	Cmss1	CMSS1_Cmss1
12214	PTRHD1	Ptrhd1	PTRHD1_Ptrhd1
12215	NDUFB7	Ndufb7	NDUFB7_Ndufb7
12216	GJC2	Gjc2	GJC2_Gjc2
12217	PRLR	Prlr	PRLR_Prlr
12218	BUB3	Bub3	BUB3_Bub3
12219	NKX2-5	Nkx2-5	NKX2-5_Nkx2-5
12220	ST6GALNAC3	St6galnac3	ST6GALNAC3_St6galnac3
12221	POLR1G	Cd3eap	POLR1G_Cd3eap
12222	CRH	Crh	CRH_Crh
12223	ETS2	Ets2	ETS2_Ets2
12224	DPP10	Dpp10	DPP10_Dpp10
12225	MYBL1	Mybl1	MYBL1_Mybl1
12226	SCAMP5	Scamp5	SCAMP5_Scamp5
12227	STMND1	Stmnd1	STMND1_Stmnd1
12228	CD72	Cd72	CD72_Cd72
12229	PSORS1C2	Psors1c2	PSORS1C2_Psors1c2
12230	DYNC2LI1	Dync2li1	DYNC2LI1_Dync2li1
12231	GPR4	Gpr4	GPR4_Gpr4
12232	RASSF9	Rassf9	RASSF9_Rassf9
12233	DCAF4	Dcaf4	DCAF4_Dcaf4
12234	DIS3L2	Dis3l2	DIS3L2_Dis3l2
12235	RIMKLA	Rimkla	RIMKLA_Rimkla
12236	FXYD6	Fxyd6	FXYD6_Fxyd6
12237	GABRQ	Gabrq	GABRQ_Gabrq
12238	GPR34	Gpr34	GPR34_Gpr34
12239	ERICH6	Erich6	ERICH6_Erich6
12240	GAPDHS	Gapdhs	GAPDHS_Gapdhs
12241	GALR3	Galr3	GALR3_Galr3
12242	PAK2	Pak2	PAK2_Pak2
12243	ZC3H14	Zc3h14	ZC3H14_Zc3h14
12244	ORMDL3	Ormdl3	ORMDL3_Ormdl3
12245	DOLK	Dolk	DOLK_Dolk
12246	DHX57	Dhx57	DHX57_Dhx57
12247	PEX11B	Pex11b	PEX11B_Pex11b
12248	IPO11	Ipo11	IPO11_Ipo11
12249	OPN1LW	Opn1mw	OPN1LW_Opn1mw
12250	PCDHGA3	Pcdhga3	PCDHGA3_Pcdhga3
12251	PTGER1	Ptger1	PTGER1_Ptger1
12252	LSM10	Lsm10	LSM10_Lsm10
12253	ZNF354B	Zfp354b	ZNF354B_Zfp354b
12254	SPRN	Sprn	SPRN_Sprn
12255	SYNJ2BP	Synj2bp	SYNJ2BP_Synj2bp
12256	RWDD4	Rwdd4a	RWDD4_Rwdd4a
12257	GPR101	Gpr101	GPR101_Gpr101
12258	PFKM	Pfkm	PFKM_Pfkm
12259	TMEM70	Tmem70	TMEM70_Tmem70
12260	SRRM1	Srrm1	SRRM1_Srrm1
12261	MCRIP1	Mcrip1	MCRIP1_Mcrip1
12262	GPATCH2L	Gpatch2l	GPATCH2L_Gpatch2l
12263	B9D2	B9d2	B9D2_B9d2
12264	DMGDH	Dmgdh	DMGDH_Dmgdh
12265	ACOT9	Acot9	ACOT9_Acot9
12266	VEZF1	Vezf1	VEZF1_Vezf1
12267	ZBTB21	Zbtb21	ZBTB21_Zbtb21
12268	SLC17A3	Slc17a3	SLC17A3_Slc17a3
12269	SUSD3	Susd3	SUSD3_Susd3
12270	PAQR9	Paqr9	PAQR9_Paqr9
12271	GLRX2	Glrx2	GLRX2_Glrx2
12272	RASD1	Rasd1	RASD1_Rasd1
12273	SPTY2D1	Spty2d1	SPTY2D1_Spty2d1
12274	MAP3K10	Map3k10	MAP3K10_Map3k10
12275	PANK2	Pank2	PANK2_Pank2
12276	ZFP36L2	Zfp36l2	ZFP36L2_Zfp36l2
12277	TRAPPC6B	Trappc6b	TRAPPC6B_Trappc6b
12278	CALML4	Calml4	CALML4_Calml4
12279	MAST3	Mast3	MAST3_Mast3
12280	VMP1	Vmp1	VMP1_Vmp1
12281	PAIP2	Paip2	PAIP2_Paip2
12282	AQP6	Aqp6	AQP6_Aqp6
12283	FAM217B	Fam217b	FAM217B_Fam217b
12284	HHIPL1	Hhipl1	HHIPL1_Hhipl1
12285	HEBP1	Hebp1	HEBP1_Hebp1
12286	ANK2	Ank2	ANK2_Ank2
12287	STPG1	Stpg1	STPG1_Stpg1
12288	NEDD8	Nedd8	NEDD8_Nedd8
12289	ZNF474	Zfp474	ZNF474_Zfp474
12290	LGMN	Lgmn	LGMN_Lgmn
12291	RSC1A1	Rsc1a1	RSC1A1_Rsc1a1
12292	ZNF426	Zfp426	ZNF426_Zfp426
12293	TMEM132C	Tmem132c	TMEM132C_Tmem132c
12294	HOXA9	Hoxa9	HOXA9_Hoxa9
12295	CSE1L	Cse1l	CSE1L_Cse1l
12296	RNF122	Rnf122	RNF122_Rnf122
12297	LETMD1	Letmd1	LETMD1_Letmd1
12298	ATP6V0B	Atp6v0b	ATP6V0B_Atp6v0b
12299	NSUN5	Nsun5	NSUN5_Nsun5
12300	TIGD2	Tigd2	TIGD2_Tigd2
12301	ACP1	Acp1	ACP1_Acp1
12302	SYCN	Sycn	SYCN_Sycn
12303	EP300	Ep300	EP300_Ep300
12304	FBXO25	Fbxo25	FBXO25_Fbxo25
12305	GJD3	Gjd3	GJD3_Gjd3
12306	SFMBT2	Sfmbt2	SFMBT2_Sfmbt2
12307	OGFR	Ogfr	OGFR_Ogfr
12308	PIP5K1A	Pip5k1a	PIP5K1A_Pip5k1a
12309	FBXW7	Fbxw7	FBXW7_Fbxw7
12310	REEP1	Reep1	REEP1_Reep1
12311	SLF2	Slf2	SLF2_Slf2
12312	RERE	Rere	RERE_Rere
12313	MYO7B	Myo7b	MYO7B_Myo7b
12314	LDHC	Ldhc	LDHC_Ldhc
12315	ZNF580	Zfp580	ZNF580_Zfp580
12316	SLC35A1	Slc35a1	SLC35A1_Slc35a1
12317	CPLX1	Cplx1	CPLX1_Cplx1
12318	DPP8	Dpp8	DPP8_Dpp8
12319	PRF1	Prf1	PRF1_Prf1
12320	GJC3	Gjc3	GJC3_Gjc3
12321	SPINK9	Spink12	SPINK9_Spink12
12322	SMS	Sms	SMS_Sms
12323	CLPTM1L	Clptm1l	CLPTM1L_Clptm1l
12324	MAN1A2	Man1a2	MAN1A2_Man1a2
12325	SMIM10L2A	Smim10l2a	SMIM10L2A_Smim10l2a
12326	PSMD8	Psmd8	PSMD8_Psmd8
12327	TBX3	Tbx3	TBX3_Tbx3
12328	NOTCH1	Notch1	NOTCH1_Notch1
12329	CAPSL	Capsl	CAPSL_Capsl
12330	SETD4	Setd4	SETD4_Setd4
12331	TIMM44	Timm44	TIMM44_Timm44
12332	INPP5B	Inpp5b	INPP5B_Inpp5b
12333	ERP44	Erp44	ERP44_Erp44
12334	KIF6	Kif6	KIF6_Kif6
12335	LY6G6D	Ly6g6d	LY6G6D_Ly6g6d
12336	ATP5F1A	Atp5a1	ATP5F1A_Atp5a1
12337	RBMS2	Rbms2	RBMS2_Rbms2
12338	POU5F2	Pou5f2	POU5F2_Pou5f2
12339	RAB5A	Rab5a	RAB5A_Rab5a
12340	P4HA1	P4ha1	P4HA1_P4ha1
12341	UBA52	Uba52	UBA52_Uba52
12342	SIRT6	Sirt6	SIRT6_Sirt6
12343	ATPAF2	Atpaf2	ATPAF2_Atpaf2
12344	SLC16A12	Slc16a12	SLC16A12_Slc16a12
12345	AGT	Agt	AGT_Agt
12346	ATP1B4	Atp1b4	ATP1B4_Atp1b4
12347	PSMD2	Psmd2	PSMD2_Psmd2
12348	ZFP91	Zfp91	ZFP91_Zfp91
12349	HOMER3	Homer3	HOMER3_Homer3
12350	BRWD1	Brwd1	BRWD1_Brwd1
12351	RPL32	Rpl32	RPL32_Rpl32
12352	LKAAEAR1	Lkaaear1	LKAAEAR1_Lkaaear1
12353	EPN1	Epn1	EPN1_Epn1
12354	SAMD7	Samd7	SAMD7_Samd7
12355	CDC73	Cdc73	CDC73_Cdc73
12356	C1QTNF2	C1qtnf2	C1QTNF2_C1qtnf2
12357	SURF4	Surf4	SURF4_Surf4
12358	CUL7	Cul7	CUL7_Cul7
12359	KLHL14	Klhl14	KLHL14_Klhl14
12360	ESR2	Esr2	ESR2_Esr2
12361	COPS5	Cops5	COPS5_Cops5
12362	POM121L12	Pom121l12	POM121L12_Pom121l12
12363	CRMP1	Crmp1	CRMP1_Crmp1
12364	SF1	Sf1	SF1_Sf1
12365	KRT10	Krt10	KRT10_Krt10
12366	NEUROD2	Neurod2	NEUROD2_Neurod2
12367	HIP1R	Hip1r	HIP1R_Hip1r
12368	TAS2R10	Tas2r114	TAS2R10_Tas2r114
12369	SERPINB4	Serpinb3a	SERPINB4_Serpinb3a
12370	PLSCR5	Plscr5	PLSCR5_Plscr5
12371	NEPRO	Nepro	NEPRO_Nepro
12372	RPLP2	Rplp2	RPLP2_Rplp2
12373	SPAG17	Spag17	SPAG17_Spag17
12374	IGFBP7	Igfbp7	IGFBP7_Igfbp7
12375	UBR1	Ubr1	UBR1_Ubr1
12376	CELSR1	Celsr1	CELSR1_Celsr1
12377	WAPL	Wapl	WAPL_Wapl
12378	RIMBP3C	Rimbp3	RIMBP3C_Rimbp3
12379	SLC4A1	Slc4a1	SLC4A1_Slc4a1
12380	USP53	Usp53	USP53_Usp53
12381	CAMSAP3	Camsap3	CAMSAP3_Camsap3
12382	DHX40	Dhx40	DHX40_Dhx40
12383	FAM47A	Fam47c	FAM47A_Fam47c
12384	RPS28	Rps28	RPS28_Rps28
12385	APOB	Apob	APOB_Apob
12386	ASTL	Astl	ASTL_Astl
12387	BEX1	Bex2	BEX1_Bex2
12388	RPS9	Rps9	RPS9_Rps9
12389	MAT2B	Mat2b	MAT2B_Mat2b
12390	COL19A1	Col19a1	COL19A1_Col19a1
12391	SLC25A51	Slc25a51	SLC25A51_Slc25a51
12392	ABHD8	Abhd8	ABHD8_Abhd8
12393	OPRK1	Oprk1	OPRK1_Oprk1
12394	HORMAD1	Hormad1	HORMAD1_Hormad1
12395	NAIP	Naip2	NAIP_Naip2
12396	TF	Trf	TF_Trf
12397	EMD	Emd	EMD_Emd
12398	IL18RAP	Il18rap	IL18RAP_Il18rap
12399	C1orf115	C130074G19Rik	C1orf115_C130074G19Rik
12400	MAFB	Mafb	MAFB_Mafb
12401	PML	Pml	PML_Pml
12402	PPID	Ppid	PPID_Ppid
12403	IGSF1	Igsf1	IGSF1_Igsf1
12404	PATJ	Patj	PATJ_Patj
12405	CST9L	Cst9	CST9L_Cst9
12406	STK24	Stk24	STK24_Stk24
12407	OR4S2	Olfr1193	OR4S2_Olfr1193
12408	ENPP2	Enpp2	ENPP2_Enpp2
12409	SNRNP27	Snrnp27	SNRNP27_Snrnp27
12410	TRPC4AP	Trpc4ap	TRPC4AP_Trpc4ap
12411	KCNJ12	Kcnj12	KCNJ12_Kcnj12
12412	MGAT2	Mgat2	MGAT2_Mgat2
12413	CBX3	Cbx3	CBX3_Cbx3
12414	PPP1R21	Ppp1r21	PPP1R21_Ppp1r21
12415	DIRAS1	Diras1	DIRAS1_Diras1
12416	ADAMTS13	Adamts13	ADAMTS13_Adamts13
12417	CC2D2B	Cc2d2b	CC2D2B_Cc2d2b
12418	CCNB1IP1	Ccnb1ip1	CCNB1IP1_Ccnb1ip1
12419	LIN54	Lin54	LIN54_Lin54
12420	CYBA	Cyba	CYBA_Cyba
12421	PLLP	Pllp	PLLP_Pllp
12422	UBQLN3	Ubqln3	UBQLN3_Ubqln3
12423	FECH	Fech	FECH_Fech
12424	RD3	Rd3	RD3_Rd3
12425	RAB5IF	Rab5if	RAB5IF_Rab5if
12426	RHCG	Rhcg	RHCG_Rhcg
12427	ZDHHC14	Zdhhc14	ZDHHC14_Zdhhc14
12428	CELF3	Celf3	CELF3_Celf3
12429	PPP2R5D	Ppp2r5d	PPP2R5D_Ppp2r5d
12430	ADAT3	Adat3	ADAT3_Adat3
12431	CLDN19	Cldn19	CLDN19_Cldn19
12432	SOX1	Sox1	SOX1_Sox1
12433	ZFYVE28	Zfyve28	ZFYVE28_Zfyve28
12434	P3H1	P3h1	P3H1_P3h1
12435	RIOK1	Riok1	RIOK1_Riok1
12436	MBL2	Mbl2	MBL2_Mbl2
12437	DNTTIP2	Dnttip2	DNTTIP2_Dnttip2
12438	PCDHA3	Pcdha3	PCDHA3_Pcdha3
12439	GDF6	Gdf6	GDF6_Gdf6
12440	MFAP3	Mfap3	MFAP3_Mfap3
12441	PAX4	Pax4	PAX4_Pax4
12442	GPR52	Gpr52	GPR52_Gpr52
12443	NUP133	Nup133	NUP133_Nup133
12444	KRT31	Krt31	KRT31_Krt31
12445	AXIN1	Axin1	AXIN1_Axin1
12446	GUCA1A	Guca1a	GUCA1A_Guca1a
12447	SLC29A1	Slc29a1	SLC29A1_Slc29a1
12448	ENAM	Enam	ENAM_Enam
12449	TGFB1I1	Tgfb1i1	TGFB1I1_Tgfb1i1
12450	SCGB1A1	Scgb1a1	SCGB1A1_Scgb1a1
12451	ZXDC	Zxdc	ZXDC_Zxdc
12452	CCDC57	Ccdc57	CCDC57_Ccdc57
12453	SNAI3	Snai3	SNAI3_Snai3
12454	PIGF	Pigf	PIGF_Pigf
12455	STK26	Stk26	STK26_Stk26
12456	ITGA5	Itga5	ITGA5_Itga5
12457	PRDM15	Prdm15	PRDM15_Prdm15
12458	CDK2	Cdk2	CDK2_Cdk2
12459	PCDHA13	Pcdha12	PCDHA13_Pcdha12
12460	PFDN4	Pfdn4	PFDN4_Pfdn4
12461	SYT13	Syt13	SYT13_Syt13
12462	ADCY5	Adcy5	ADCY5_Adcy5
12463	TMEM127	Tmem127	TMEM127_Tmem127
12464	ZNF217	Zfp217	ZNF217_Zfp217
12465	ZP3	Zp3	ZP3_Zp3
12466	SHROOM2	Shroom2	SHROOM2_Shroom2
12467	NCALD	Ncald	NCALD_Ncald
12468	RAD51AP1	Rad51ap1	RAD51AP1_Rad51ap1
12469	OR5P3	Olfr508	OR5P3_Olfr508
12470	CCL24	Ccl24	CCL24_Ccl24
12471	NUPR1	Nupr1	NUPR1_Nupr1
12472	TIPRL	Tiprl	TIPRL_Tiprl
12473	MORC4	Morc4	MORC4_Morc4
12474	CSK	Csk	CSK_Csk
12475	NYAP1	Nyap1	NYAP1_Nyap1
12476	HTR7	Htr7	HTR7_Htr7
12477	H1-4	H1f4	H1-4_H1f4
12478	VPS18	Vps18	VPS18_Vps18
12479	ENDOV	Endov	ENDOV_Endov
12480	LY9	Ly9	LY9_Ly9
12481	PEX7	Pex7	PEX7_Pex7
12482	IL10RB	Il10rb	IL10RB_Il10rb
12483	MDFIC	Mdfic	MDFIC_Mdfic
12484	MFSD10	Mfsd10	MFSD10_Mfsd10
12485	PLEKHH2	Plekhh2	PLEKHH2_Plekhh2
12486	TMEM147	Tmem147	TMEM147_Tmem147
12487	PIK3R5	Pik3r5	PIK3R5_Pik3r5
12488	SMCR8	Smcr8	SMCR8_Smcr8
12489	EZH1	Ezh1	EZH1_Ezh1
12490	MUSTN1	Mustn1	MUSTN1_Mustn1
12491	SLC16A1	Slc16a1	SLC16A1_Slc16a1
12492	CNOT2	Cnot2	CNOT2_Cnot2
12493	KDR	Kdr	KDR_Kdr
12494	MTRF1	Mtrf1	MTRF1_Mtrf1
12495	TRIL	Tril	TRIL_Tril
12496	DGCR8	Dgcr8	DGCR8_Dgcr8
12497	RSU1	Rsu1	RSU1_Rsu1
12498	IGFN1	Igfn1	IGFN1_Igfn1
12499	CAGE1	Cage1	CAGE1_Cage1
12500	KCNN1	Kcnn1	KCNN1_Kcnn1
12501	LETM1	Letm1	LETM1_Letm1
12502	ATP5F1B	Atp5b	ATP5F1B_Atp5b
12503	RSPO4	Rspo4	RSPO4_Rspo4
12504	CTXN2	Ctxn2	CTXN2_Ctxn2
12505	UNC119	Unc119	UNC119_Unc119
12506	RPUSD2	Rpusd2	RPUSD2_Rpusd2
12507	GMNN	Gmnn	GMNN_Gmnn
12508	GRAMD4	Gramd4	GRAMD4_Gramd4
12509	MKI67	Mki67	MKI67_Mki67
12510	CER1	Cer1	CER1_Cer1
12511	GAB3	Gab3	GAB3_Gab3
12512	PHF19	Phf19	PHF19_Phf19
12513	SHROOM3	Shroom3	SHROOM3_Shroom3
12514	ATP6V1G1	Atp6v1g1	ATP6V1G1_Atp6v1g1
12515	ABCC10	Abcc10	ABCC10_Abcc10
12516	MINK1	Mink1	MINK1_Mink1
12517	UPB1	Upb1	UPB1_Upb1
12518	UXS1	Uxs1	UXS1_Uxs1
12519	LYST	Lyst	LYST_Lyst
12520	GNRHR	Gnrhr	GNRHR_Gnrhr
12521	FOXO1	Foxo1	FOXO1_Foxo1
12522	MISP3	Misp3	MISP3_Misp3
12523	TET1	Tet1	TET1_Tet1
12524	FAM221B	Fam221b	FAM221B_Fam221b
12525	VASH2	Vash2	VASH2_Vash2
12526	CCDC146	Ccdc146	CCDC146_Ccdc146
12527	C7orf25	AW209491	C7orf25_AW209491
12528	CWC15	Cwc15	CWC15_Cwc15
12529	HNRNPC	Hnrnpc	HNRNPC_Hnrnpc
12530	IPCEF1	Ipcef1	IPCEF1_Ipcef1
12531	REM1	Rem1	REM1_Rem1
12532	IMPACT	Impact	IMPACT_Impact
12533	CSDC2	Csdc2	CSDC2_Csdc2
12534	DOC2B	Doc2b	DOC2B_Doc2b
12535	PRSS53	Prss53	PRSS53_Prss53
12536	FRG1	Frg1	FRG1_Frg1
12537	SULT1C2	Sult1c2	SULT1C2_Sult1c2
12538	ADAMTS14	Adamts14	ADAMTS14_Adamts14
12539	MRPS11	Mrps11	MRPS11_Mrps11
12540	CCT8L2	Cct8l1	CCT8L2_Cct8l1
12541	ITPK1	Itpk1	ITPK1_Itpk1
12542	OR5AU1	Olfr221	OR5AU1_Olfr221
12543	TEDDM1	Teddm1b	TEDDM1_Teddm1b
12544	SCAF8	Scaf8	SCAF8_Scaf8
12545	CLOCK	Clock	CLOCK_Clock
12546	EIF2B2	Eif2b2	EIF2B2_Eif2b2
12547	YARS2	Yars2	YARS2_Yars2
12548	FGF21	Fgf21	FGF21_Fgf21
12549	ATG4B	Atg4b	ATG4B_Atg4b
12550	AMHR2	Amhr2	AMHR2_Amhr2
12551	SETD3	Setd3	SETD3_Setd3
12552	RGS22	Rgs22	RGS22_Rgs22
12553	H2AW	H2aw	H2AW_H2aw
12554	PCF11	Pcf11	PCF11_Pcf11
12555	TMEM86B	Tmem86b	TMEM86B_Tmem86b
12556	CCDC30	Ccdc30	CCDC30_Ccdc30
12557	CNN2	Cnn2	CNN2_Cnn2
12558	KLF2	Klf2	KLF2_Klf2
12559	FAM217A	Fam217a	FAM217A_Fam217a
12560	VWA5B2	Vwa5b2	VWA5B2_Vwa5b2
12561	ST7L	St7l	ST7L_St7l
12562	TRIM8	Trim8	TRIM8_Trim8
12563	ZNF511	Zfp511	ZNF511_Zfp511
12564	GATAD2B	Gatad2b	GATAD2B_Gatad2b
12565	POLR3K	Polr3k	POLR3K_Polr3k
12566	CDH22	Cdh22	CDH22_Cdh22
12567	ADAM8	Adam8	ADAM8_Adam8
12568	LIMS1	Lims1	LIMS1_Lims1
12569	NUMB	Numb	NUMB_Numb
12570	TKT	Tkt	TKT_Tkt
12571	GPR63	Gpr63	GPR63_Gpr63
12572	LRRC9	Lrrc9	LRRC9_Lrrc9
12573	SEMA6C	Sema6c	SEMA6C_Sema6c
12574	RPL23A	Rpl23a	RPL23A_Rpl23a
12575	PRDM5	Prdm5	PRDM5_Prdm5
12576	CNNM1	Cnnm1	CNNM1_Cnnm1
12577	XPO6	Xpo6	XPO6_Xpo6
12578	TUBG2	Tubg2	TUBG2_Tubg2
12579	CASQ1	Casq1	CASQ1_Casq1
12580	DEGS1	Degs1	DEGS1_Degs1
12581	SNX25	Snx25	SNX25_Snx25
12582	EML2	Eml2	EML2_Eml2
12583	SOSTDC1	Sostdc1	SOSTDC1_Sostdc1
12584	AIRE	Aire	AIRE_Aire
12585	NCKIPSD	Nckipsd	NCKIPSD_Nckipsd
12586	TMEM249	Tmem249	TMEM249_Tmem249
12587	PATE3	Pate3	PATE3_Pate3
12588	MCHR1	Mchr1	MCHR1_Mchr1
12589	CNPPD1	Cnppd1	CNPPD1_Cnppd1
12590	LELP1	Lelp1	LELP1_Lelp1
12591	PDZK1	Pdzk1	PDZK1_Pdzk1
12592	OSTC	Ostc	OSTC_Ostc
12593	P2RY12	P2ry12	P2RY12_P2ry12
12594	ASTN2	Astn2	ASTN2_Astn2
12595	NEUROG2	Neurog2	NEUROG2_Neurog2
12596	MSANTD3	Msantd3	MSANTD3_Msantd3
12597	SRPRB	Srprb	SRPRB_Srprb
12598	HDX	Hdx	HDX_Hdx
12599	ACSM3	Acsm3	ACSM3_Acsm3
12600	DPY19L3	Dpy19l3	DPY19L3_Dpy19l3
12601	TMEM270	Tmem270	TMEM270_Tmem270
12602	GPR25	Gpr25	GPR25_Gpr25
12603	TRIM65	Trim65	TRIM65_Trim65
12604	TBC1D8	Tbc1d8	TBC1D8_Tbc1d8
12605	SPATA9	Spata9	SPATA9_Spata9
12606	CCDC150	Ccdc150	CCDC150_Ccdc150
12607	TIRAP	Tirap	TIRAP_Tirap
12608	TAS2R39	Tas2r139	TAS2R39_Tas2r139
12609	WDR41	Wdr41	WDR41_Wdr41
12610	CABP2	Cabp2	CABP2_Cabp2
12611	SYT17	Syt17	SYT17_Syt17
12612	BBS9	Bbs9	BBS9_Bbs9
12613	PSMA5	Psma5	PSMA5_Psma5
12614	UBE3C	Ube3c	UBE3C_Ube3c
12615	NPRL2	Nprl2	NPRL2_Nprl2
12616	DHRS1	Dhrs1	DHRS1_Dhrs1
12617	MATN4	Matn4	MATN4_Matn4
12618	GPR39	Gpr39	GPR39_Gpr39
12619	PSMD14	Psmd14	PSMD14_Psmd14
12620	LSM11	Lsm11	LSM11_Lsm11
12621	AANAT	Aanat	AANAT_Aanat
12622	ZC2HC1B	Zc2hc1b	ZC2HC1B_Zc2hc1b
12623	PXN	Pxn	PXN_Pxn
12624	WDR47	Wdr47	WDR47_Wdr47
12625	LYZL4	Lyzl4	LYZL4_Lyzl4
12626	SAMD4A	Samd4	SAMD4A_Samd4
12627	NINJ1	Ninj1	NINJ1_Ninj1
12628	CDHR1	Cdhr1	CDHR1_Cdhr1
12629	TC2N	Tc2n	TC2N_Tc2n
12630	NOP14	Nop14	NOP14_Nop14
12631	C1D	C1d	C1D_C1d
12632	RAF1	Raf1	RAF1_Raf1
12633	MSGN1	Msgn1	MSGN1_Msgn1
12634	TM4SF19	Tm4sf19	TM4SF19_Tm4sf19
12635	BNIP3	Bnip3	BNIP3_Bnip3
12636	ECSIT	Ecsit	ECSIT_Ecsit
12637	PTGIR	Ptgir	PTGIR_Ptgir
12638	C10orf71	3425401B19Rik	C10orf71_3425401B19Rik
12639	ARPC1B	Arpc1b	ARPC1B_Arpc1b
12640	BMT2	Bmt2	BMT2_Bmt2
12641	ZNF143	Zfp143	ZNF143_Zfp143
12642	PITPNM2	Pitpnm2	PITPNM2_Pitpnm2
12643	DDHD2	Ddhd2	DDHD2_Ddhd2
12644	NOP9	Nop9	NOP9_Nop9
12645	VN1R4	Vmn1r237	VN1R4_Vmn1r237
12646	SCRT2	Scrt2	SCRT2_Scrt2
12647	CDC42EP1	Cdc42ep1	CDC42EP1_Cdc42ep1
12648	TOPBP1	Topbp1	TOPBP1_Topbp1
12649	IKZF1	Ikzf1	IKZF1_Ikzf1
12650	NDUFS4	Ndufs4	NDUFS4_Ndufs4
12651	TLR5	Tlr5	TLR5_Tlr5
12652	POLD1	Pold1	POLD1_Pold1
12653	LMAN2L	Lman2l	LMAN2L_Lman2l
12654	PAXX	Paxx	PAXX_Paxx
12655	NOC3L	Noc3l	NOC3L_Noc3l
12656	USP49	Usp49	USP49_Usp49
12657	ADRA1D	Adra1d	ADRA1D_Adra1d
12658	UNC93A	Unc93a2	UNC93A_Unc93a2
12659	GOT2	Got2	GOT2_Got2
12660	SH2D7	Sh2d7	SH2D7_Sh2d7
12661	TXNDC2	Txndc2	TXNDC2_Txndc2
12662	ATMIN	Atmin	ATMIN_Atmin
12663	LATS2	Lats2	LATS2_Lats2
12664	ARPP19	Arpp19	ARPP19_Arpp19
12665	RELN	Reln	RELN_Reln
12666	MYL3	Myl3	MYL3_Myl3
12667	SV2C	Sv2c	SV2C_Sv2c
12668	TYW3	Tyw3	TYW3_Tyw3
12669	ERG28	Erg28	ERG28_Erg28
12670	SPTAN1	Sptan1	SPTAN1_Sptan1
